,X,location,Weeks,CFR,TotalCasepm,NewCases,Age65Older,PopulationDensity,TotalTestpt,GDP,Vaccinationph,SI,GHSI,WGI,ï..iso_code,continent,Obesity_rate,Vaccinationph2,Count
11028,11106,Laos,13,NA,0.777714286,1.142857143,4.029,29.715,NA,6397.36,NA,37.56571429,43.1,-1.74, , ,5.3,0,0
11182,11262,Latvia,13,NA,152.0697143,28,19.754,31.212,6.222142857,25063.846,NA,64.28714286,62.9,0.81,LVA,Europe,23.6,0,0
11334,11369,Lebanon,13,0.019181935,70.417,25.57142857,8.514,594.561,NA,13367.565,NA,85.19,43.1,-0.5,LBN,Asia,32,0,0
11622,11743,Liberia,13,NA,0.566,0,3.057,49.127,NA,752.788,NA,79.63,35.1,-0.04,LBR,Africa,9.9,0,0
11772,11852,Libya,13,NA,0.482285714,1.142857143,4.424,3.623,NA,17881.509,NA,90.74,25.7,-1.52,LBY,Africa,32.5,0,0
11920,11958,Lithuania,13,0.016594109,68.56985714,31.71428571,19.002,45.135,1.413857143,29524.265,NA,81.48,55,0.92,LTU,Europe,26.3,0,0
12068,12105,Madagascar,13,NA,0.931142857,4.428571429,2.929,43.951,NA,1416.44,NA,91.67,40.1,-0.31, , ,5.3,0,0
12215,12219,Malawi,13,NA,NA,NA,2.979,197.519,0.0015,1095.042,NA,52.78,28,-0.06,MWI,Africa,5.8,0,0
12371,12445,Malaysia,13,0.013622042,63.258,158.2857143,6.293,96.254,1.878428571,26808.164,NA,76.32142857,62.2,-0.08,MYS,Asia,15.6,0,0
12518,12596,Mali,13,0.067777778,0.575666667,4.166666667,2.519,15.196,NA,2014.306,NA,75,29,-0.31,MLI,Africa,8.6,0,0
12667,12705,Mauritania,13,0.2,0.754,0.428571429,3.138,4.289,NA,3597.633,NA,68.25428571,27.5,-0.85,MRT,Africa,12.7,0,0
12815,12839,Mauritius,13,0.028875331,56.17642857,11.85714286,10.945,622.962,NA,20292.745,NA,79.23571429,34.9,0.76,MUS,Africa,10.8,0,0
12974,13104,Mexico,13,0.017141705,5.733,103.8571429,6.857,66.444,0.196571429,17336.469,NA,63.36142857,57.6,-0.01,MEX,North America,28.9,0,0
13124,13203,Moldova,13,0.00762648,62.93942857,27,10.864,123.655,NA,5189.972,NA,87.04,42.9,-0.11,MDA,Europe,18.9,0,0
13273,13313,Mongolia,13,NA,3.279,0.285714286,4.031,1.98,NA,11840.846,NA,61.11,49.5,0.26, , ,20.6,0,0
13427,13447,Morocco,13,0.048366631,9.351428571,59,6.769,80.08,0.045571429,7485.013,NA,93.12285714,43.7,-0.66,MAR,Africa,26.1,0,0
13575,13653,Mozambique,13,NA,0.199428571,1,3.158,37.728,0.0065,1136.103,NA,47.22,28.1,-0.47, , ,7.2,0,0
13722,13802,Myanmar,13,NA,0.18475,3.5,5.732,81.721,NA,5591.597,NA,55.325,43.4,-0.89,MMR,Asia,5.8,0,0
13871,13883,Namibia,13,NA,3.338857143,1,3.552,3.078,NA,9541.808,NA,60.71714286,35.6,0.49, , ,17.2,0,0
14027,14103,Nepal,13,NA,0.126285714,0.428571429,5.809,204.43,0.026857143,2442.804,NA,96.3,20.8,-0.13, , ,4.1,0,0
14178,14256,Netherlands,13,0.055743348,548.5647143,1005.571429,18.779,508.544,NA,48472.545,NA,78.7,35.1,1.6,NLD,Europe,20.4,0,0
14329,14406,New Zealand,13,0.001821659,70.667,69.57142857,15.322,18.206,3.551857143,36085.843,NA,94.18285714,54,1.62,NZL,Oceania,30.8,0,0
14477,14477,Nicaragua,13,0.416666667,0.329142857,0.285714286,5.445,51.667,NA,5321.444,NA,15.74,43.1,-1.08,NIC,North America,23.7,0,0
14625,14703,Niger,13,0.101587302,0.463428571,3.428571429,2.553,16.955,NA,926,NA,56.35,32.2,-0.58,NER,Africa,5.5,0,0
14776,14855,Nigeria,13,0.015359655,0.366428571,13,2.751,209.588,NA,5338.454,NA,60.38142857,37.8,-0.41,NGA,Africa,8.9,0,0
14928,15061,Norway,13,0.005244244,678.6228571,260.5714286,16.821,14.462,NA,64800.057,NA,79.63,64.6,1.73,NOR,Europe,23.1,0,0
15080,15094,Oman,13,NA,28.75057143,16.14285714,2.355,14.98,NA,37960.709,NA,81.48,43.1,-1.03,OMN,Asia,27,0,0
15231,15249,Pakistan,13,0.009353,6.290428571,138,4.495,255.573,0.048428571,5034.708,NA,95.50571429,35.5,-0.8,PAK,Asia,8.6,0,0
15381,15439,Palestine,13,0.010178571,16.76171429,8.142857143,3.043,778.202,NA,4449.898,NA,96.3,21.9,NA,PSE,Asia,NA,0,0
15531,15657,Panama,13,0.017726656,152.1707143,92,7.918,55.133,1.199,22267.037,NA,79.10142857,43.7,0.58,PAN,North America,22.7,0,0
15679,15696,Papua New Guinea,13,NA,0.099,0,3.808,18.22,NA,3823.194,NA,74.07,27.8,0.04, , ,21.3,0,0
15829,15885,Paraguay,13,0.05848455,7.879571429,5.428571429,6.378,17.144,0.111571429,8827.01,NA,79.63,35.7,0.05,PRY,South America,20.3,0,0
15979,16037,Peru,13,0.115138774,19.23228571,79.28571429,7.151,25.129,NA,12236.706,NA,94.44,49.2,0.23,PER,South America,19.47,0,0
16134,16145,Philippines,13,0.059690055,8.328571429,154.8571429,4.803,351.873,NA,7599.188,NA,100,47.6,0.04,PHL,Asia,6.4,0,0
16284,16304,Poland,13,0.012418848,36.26157143,186.5714286,16.763,124.027,0.516,27216.445,NA,57.41,55.4,0.72,POL,Europe,23.1,0,0
16435,16492,Portugal,13,0.017745032,427.1308571,621.1428571,21.502,112.371,5.018571429,27936.896,NA,82.41,60.3,1.2,PRT,Europe,20.8,0,0
16586,16641,Puerto Rico,13,NA,NA,NA,15.168,376.232,0.290428571,35044.67,NA,NA,NA,0.49,PRI,North America,NA,0,0
16709,16766,Qatar,13,0.001571735,216.846,27.42857143,1.307,227.322,NA,116935.6,NA,82.93857143,41.2,-1.2,QAT,Asia,35.1,0,0
16860,16875,Romania,13,0.022155312,68.28485714,219,17.85,85.129,0.141,23313.199,NA,78.56857143,45.8,0.46,ROU,Europe,22.5,0,0
17015,17029,Russia,13,0.003899078,7.564857143,199.7142857,14.178,8.823,1.681833333,24765.954,NA,66.53428571,44.3,-1.06,RUS,Europe,23.1,0,0
17164,17221,Rwanda,13,NA,3.992142857,4.857142857,2.974,494.869,NA,1854.211,NA,90.74,34.2,-1.13, , ,5.8,0,0
17315,17438,Saudi Arabia,13,0.003456754,30.36128571,127.2857143,3.295,15.322,2.51,49045.411,NA,89.41428571,49.3,-1.64,SAU,Asia,35.4,0,0
17466,17589,Senegal,13,NA,6.954428571,11.85714286,3.008,82.328,0.05,2470.58,NA,76.19285714,37.9,0.24,SEN,Africa,8.8,0,0
17617,17701,Serbia,13,0.011172934,77.19214286,76.57142857,17.366,80.291,0.267857143,14048.881,NA,100,52.3,NA,SRB,Europe,21.5,0,0
17919,17915,Singapore,13,0.003125077,129.9824286,52.85714286,12.922,7915.731,NA,85535.383,NA,36.11,58.7,-0.06,SGP,Asia,6.1,0,0
18069,18194,Slovakia,13,NA,47.00757143,21.57142857,15.07,113.128,1.157285714,30155.152,NA,75,47.9,0.88,SVK,Europe,20.5,0,0
18224,18262,Slovenia,13,0.012213764,294.6308571,44.85714286,19.062,102.619,9.174,31400.84,NA,80.28714286,67.2,0.99,SVN,Europe,20.2,0,0
18373,18419,Somalia,13,NA,0.129714286,0.285714286,2.731,23.5,NA,NA,NA,52.78,16.6,-1.83,SOM,Africa,8.3,0,0
18527,18525,South Africa,13,0.001380526,17.06114286,132,5.344,46.754,0.478333333,12294.876,NA,78.70285714,54.8,0.66,ZAF,Africa,28.3,0,0
18683,18804,South Korea,13,0.014792669,180.4991429,100,13.914,527.967,7.210714286,35938.374,NA,75.93,70.2,-2.2,KOR,Asia,4.7,0,0
18984,19022,Spain,13,0.078872029,1364.349,7545.714286,19.436,93.105,4.365857143,34272.36,NA,73.67857143,65.9,1.06,ESP,Europe,23.8,0,0
19140,19178,Sri Lanka,13,0.011263336,5.025285714,3.571428571,10.069,341.955,0.088428571,11669.077,NA,98.80857143,33.9,0.01,LKA,Asia,5.2,0,0
19289,19332,Sudan,13,0.295238095,0.085428571,0.571428571,3.548,23.258,NA,4466.507,NA,73.67571429,26.2,-1.84,SDN,Africa,8.6,0,0
19444,19526,Sweden,13,0.060134071,317.3654286,313,19.985,24.718,NA,46949.283,NA,52.78,72.1,1.61,SWE,Europe,20.6,0,0
19595,19637,Switzerland,13,0.021648783,1476.546714,1018.142857,18.436,214.243,NA,57410.166,NA,73.15,67,1.62,CHE,Europe,15.6,0,0
19743,19749,Syria,13,0.155555556,0.258285714,1.285714286,NA,NA,NA,NA,NA,82.54,19.9,-1.96,SYR,Asia,NA,0,0
19900,20043,Taiwan,13,0.009051218,11.09685714,15.85714286,NA,NA,1.224428571,NA,NA,31.48,NA,0.98,TWN,Asia,NA,0,0
20191,20237,Tanzania,13,NA,0.211428571,1,3.108,64.699,NA,2683.304,NA,44.04571429,36.4,-0.36,TZA,Africa,8.4,0,0
20350,20344,Thailand,13,0.005196008,16.12728571,114.5714286,11.373,135.132,0.740428571,16277.671,NA,64.35428571,73.2,-1.01,THA,Asia,10,0,0
20498,20625,Timor,13,NA,0.746,0,3.556,87.176,NA,6570.102,NA,49.60571429,26,0.34, , ,3.8,0,0
20648,20691,Togo,13,0.038333333,2.760428571,1.714285714,2.839,143.366,0.203428571,1429.813,NA,69.44,32.5,-0.74,TGO,Africa,8.4,0,0
20797,20840,Trinidad and Tobago,13,0.02965696,44.97414286,4.428571429,10.014,266.886,NA,28763.071,NA,66.53428571,36.6,0.57,TTO,North America,18.6,0,0
20947,20990,Tunisia,13,0.028705293,18.649,31.85714286,8.001,74.228,NA,10849.297,NA,90.74,33.7,0.21,TUN,Africa,26.9,0,0
21096,21220,Turkey,13,0.018412474,68.76242857,1328.285714,8.153,104.914,0.2495,25129.341,NA,71.56142857,52.4,-0.83,TUR,Asia,32.1,0,0
21244,21369,Uganda,13,NA,0.471428571,3.428571429,2.168,213.759,NA,1697.707,NA,69.70571429,44.3,-0.67, , ,5.3,0,0
21394,21397,Ukraine,13,0.025300855,7.653428571,67.85714286,16.462,77.39,NA,7894.393,NA,88.89,38,-0.01,UKR,Europe,24.1,0,0
21549,21589,United Arab Emirates,13,0.006104967,44.90971429,59,1.144,112.442,19.44166667,67293.483,NA,77.51428571,46.7,-1.11,ARE,Asia,31.7,0,0
21704,21742,United Kingdom,13,0.105544737,355.7371429,3043,18.517,272.898,NA,39753.244,NA,79.63,77.9,1.38,GBR,Europe,27.8,0,0
21860,21979,United States,13,0.022134039,318.4628571,17086,15.413,35.608,3.043714286,54225.446,NA,72.69,83.5,1.04,USA,North America,36.2,0,0
22009,22012,Uruguay,13,0.003220525,77.21342857,22.57142857,14.655,19.751,0.461285714,20551.409,NA,60.58142857,41.3,1.21,URY,South America,27.9,0,0
22158,22201,Uzbekistan,13,0.014476528,2.764142857,14.71428571,4.469,76.134,NA,6253.104,NA,86.37714286,34.3,-1.62,UZB,Asia,16.6,0,0
22307,22351,Venezuela,13,0.016295365,3.846428571,8.285714286,6.614,36.253,NA,16745.022,NA,82.41,23,-1.41,VEN,South America,25.6,0,0
22463,22460,Vietnam,13,NA,1.681857143,11.42857143,7.15,308.127,NA,6171.884,NA,69.04714286,49.1,-1.45, , ,2.1,0,0
22756,22786,Zambia,13,NA,1.034714286,4.571428571,2.48,22.995,0.014142857,3689.251,NA,38.49285714,28.7,-0.32,ZMB,Africa,NA,0,0
22904,22934,Zimbabwe,13,0.232653061,0.306428571,0.571428571,2.822,42.729,NA,1899.775,NA,63.36,38.2,-1.13,ZWE,Africa,15.5,0,0
7,124,Afghanistan,14,0.020462823,6.141,31.85714286,2.581,54.422,NA,1803.987,NA,70.76428571,32.3,-0.99,AFG,Asia,5.5,0,0
158,248,Albania,14,0.057784411,108.2618571,22,13.188,104.871,0.692,11803.431,NA,84.26,52.9,0.21,ALB,Europe,21.7,0,0
309,398,Algeria,14,0.092494294,24.54157143,119.8571429,6.211,17.348,NA,13913.839,NA,86.57,23.6,-0.98,DZA,Africa,27.4,0,0
457,487,Angola,14,0.214795918,0.285142857,1.285714286,2.405,23.89,NA,5819.495,NA,90.74,25.2,-0.92,AGO,Africa,8.2,0,0
616,757,Argentina,14,0.029376133,28.13185714,104.8571429,11.198,16.177,0.254142857,18933.907,NA,100,58.6,0.57,ARG,South America,28.3,0,0
771,835,Armenia,14,0.008560551,253.1428571,50.14285714,11.232,102.931,1.527142857,8787.58,NA,NA,50.2,-0.11,ARM,Asia,20.2,0,0
927,1042,Australia,14,0.005209447,201.3787143,205.1428571,15.504,3.202,10.65957143,44648.71,NA,72.62142857,75.5,1.43,AUS,Oceania,20.1,0,0
1078,1167,Austria,14,0.017153634,1217.949143,488.5714286,19.202,106.749,9.923,45436.686,NA,81.48,58.5,1.38,AUT,Europe,29,0,0
1229,1229,Azerbaijan,14,0.012428064,44.76842857,52.57142857,6.018,119.309,NA,15847.419,NA,88.89,34.2,-1.5,AZE,Asia,19.9,0,0
1381,1469,Bahrain,14,0.006153859,445.8714286,34.42857143,2.372,1935.907,28.929,43290.705,NA,78.7,39.4,-1.41,BHR,Asia,29.8,0,0
1531,1631,Bangladesh,14,0.104110465,0.419714286,10.57142857,5.098,1265.036,0.005,3523.984,NA,87.04,35,-0.73,BGD,Asia,3.6,0,0
1682,1703,Belarus,14,0.01251039,40.03314286,78.28571429,14.799,46.858,3.584666667,17167.967,NA,13.89,35.3,-1.35,BLR,Europe,24.5,0,0
1836,1871,Belgium,14,0.067145076,1443.692714,1273.571429,18.571,375.564,7.459857143,42658.576,NA,81.48,61,1.4,BEL,Europe,22.1,0,0
1985,2103,Benin,14,0.038461538,1.230428571,2.857142857,3.244,99.11,NA,2064.236,NA,70.83,28.8,0.27,BEN,Africa,9.6,0,0
2134,2197,Bolivia,14,0.063701829,11.17214286,12.28571429,6.704,10.202,0.0885,6885.829,NA,96.3,35.8,-0.04,BOL,South America,20.2,0,0
2284,2322,Bosnia and Herzegovina,14,0.032929043,174.2014286,43.71428571,16.569,68.496,1.4868,11713.895,NA,89.81,42.8,-0.24,BIH,Europe,17.9,0,0
2431,2575,Botswana,14,0.226190476,1.738142857,0.428571429,3.941,4.044,0.378666667,15807.374,NA,78.96714286,31.1,0.47,BWA,Africa,18.9,0,0
2582,2638,Brazil,14,0.040454921,42.00114286,1083.142857,8.552,25.04,NA,14103.452,NA,74.54,59.7,0.39,BRA,South America,22.1,0,0
2732,2826,Bulgaria,14,0.029432784,70.48114286,27.14285714,20.801,65.18,NA,18563.307,NA,71.56428571,45.6,0.32,BGR,Europe,25,0,0
2881,3007,Burkina Faso,14,0.052564786,13.60914286,16.85714286,2.409,70.151,NA,1703.102,NA,84.26,30.1,-0.04,BFA,Africa,5.6,0,0
3027,3154,Burundi,14,NA,0.210714286,0.428571429,2.562,423.062,NA,702.225,NA,13.89,22.8,-1.65,BDI,Africa,5.4,0,0
3183,3174,Cambodia,14,NA,6.679714286,1,4.412,90.672,NA,3645.07,NA,65.74,39.2,-1.22, , ,3.9,0,0
3333,3332,Cameroon,14,0.01988175,15.88514286,74.14285714,3.165,50.885,NA,3364.926,NA,62.17142857,34.4,-1.1,CMR,Africa,11.4,0,0
3489,3613,Canada,14,0.019487585,388.8062857,1374.571429,16.984,4.037,5.821714286,44017.591,NA,75.33285714,75.3,1.52,CAN,North America,29.4,0,0
3638,3776,Central African Republic,14,NA,1.05,0.714285714,3.655,7.479,NA,661.24,NA,68.52,27.3,-1.19, , ,7.5,0,0
3786,3839,Chad,14,NA,0.459428571,0.571428571,2.486,11.833,NA,1768.153,NA,31.74428571,28.8,-1.45, , ,6.1,0,0
3938,4010,Chile,14,0.005863931,199.401,350.5714286,11.087,24.282,1.910428571,22767.037,NA,73.15,58.3,1.05,CHL,South America,28,0,0
4094,4235,China,14,0.040067022,58.47442857,310.7142857,10.641,147.674,NA,15308.712,NA,71.49571429,48.2,-1.45,CHN,Asia,6.2,0,0
4244,4380,Colombia,14,0.020740046,24.42457143,111.5714286,7.646,44.223,NA,13254.949,NA,87.96,44.2,0.19,COL,South America,22.3,0,0
4393,4417,Congo,14,0.098989899,4.641857143,3.714285714,3.402,15.405,NA,4881.406,NA,97.22,23.6,-1.18,COG,Africa,9.6,0,0
4543,4592,Costa Rica,14,0.004891552,79.68942857,19.57142857,9.468,96.079,0.863714286,15524.995,NA,74.47142857,45.1,1.14,CRI,North America,25.7,0,0
4692,4809,Cote d'Ivoire,14,0.006493622,8.167285714,22.14285714,2.933,76.399,NA,3601.006,NA,80.56,35.5,-0.22,CIV,Africa,10.3,0,0
4843,4914,Croatia,14,0.009132842,264.067,61.71428571,19.724,73.726,2.267571429,22669.797,NA,96.3,53.3,0.5,HRV,Europe,24.4,0,0
4992,5057,Cuba,14,0.025737639,23.67314286,25.71428571,14.738,110.408,0.472857143,NA,NA,66.67,35.2,-1.44,CUB,North America,24.6,0,0
5141,5272,Democratic Republic of Congo,14,0.100542684,1.361857143,11.42857143,3.02,35.879,NA,808.133,NA,78.17714286,26.5,-1.51,COD,Africa,6.7,0,0
5296,5305,Denmark,14,0.03695343,637.1944286,300.5714286,19.677,136.52,7.512,46682.515,NA,72.22,70.4,1.61,DNK,Europe,19.7,0,0
5444,5527,Djibouti,14,NA,44.73642857,10.28571429,4.213,41.285,NA,2705.406,NA,94.44,23.2,-1.35,DJI,Africa,13.5,0,0
5595,5714,Dominican Republic,14,0.045613338,131.3202857,132.4285714,6.981,222.873,0.423428571,14600.861,NA,92.59,38.3,0.14,DOM,North America,27.6,0,0
5746,5876,Ecuador,14,0.042614056,177.5852857,255,7.104,66.939,0.386571429,10581.936,NA,93.52,50.1,0.03,ECU,South America,19.9,0,0
5899,5921,Egypt,14,0.066106557,8.886285714,95.14285714,5.159,97.999,NA,10550.206,NA,84.26,39.9,-1.28,EGY,Africa,32,0,0
6047,6188,El Salvador,14,0.04495547,7.620428571,5.571428571,8.273,307.811,0.064,7292.458,NA,88.89,44.2,0.04,SLV,North America,24.6,0,0
6196,6205,Equatorial Guinea,14,NA,9.041285714,0.571428571,2.846,45.194,NA,22604.873,NA,NA,16.2,-1.86,GNQ,Africa,8,0,0
6344,6441,Eritrea,14,NA,6.321,2.714285714,3.607,44.304,NA,1510.459,NA,NA,22.4,-2.18, , ,5,0,0
6500,6633,Estonia,14,0.011489831,709.6188571,56.14285714,19.452,31.033,15.02814286,29481.252,NA,77.78,57,1.21,EST,Europe,21.2,0,0
6649,6662,Ethiopia,14,0.045983087,0.282714286,3,3.526,104.957,0.011428571,1729.927,NA,66.67,40.6,-1.16,ETH,Africa,4.5,0,0
6804,6934,Finland,14,0.032223272,379.6291429,138,21.228,18.136,5.359428571,40585.721,NA,71.3,68.7,1.61,FIN,Europe,22.2,0,0
6960,7013,France,14,0.120911075,798.783,3884.166667,19.718,122.578,NA,38605.671,NA,87.96,68.2,1.18,FRA,Europe,21.6,0,0
7109,7134,Gabon,14,0.050028345,8.491142857,2.428571429,4.45,7.859,NA,16562.413,NA,70.37,20,-0.95,GAB,Africa,15,0,0
7257,7274,Gambia,14,0.25,1.478,0,2.339,207.566,NA,1561.767,NA,78.7,34.2,-0.2,GMB,Africa,10.3,0,0
7408,7531,Georgia,14,0.008192712,39.67857143,12.14285714,14.864,65.032,NA,9745.079,NA,100,52,0.25,GEO,Asia,21.7,0,0
7564,7680,Germany,14,0.012581302,951.6631429,5441.857143,21.453,237.016,15.575,45229.245,NA,76.85,66,1.42,DEU,Europe,22.3,0,0
7713,7768,Ghana,14,0.02524517,5.966,8.857142857,3.385,126.719,NA,4227.63,NA,85.84571429,35.5,0.58,GHA,Africa,10.9,0,0
7864,7901,Greece,14,0.037561206,140.918,85.57142857,20.396,83.479,2.056285714,24574.382,NA,84.26,53.8,0.86,GRC,Europe,24.9,0,0
8017,8139,Guatemala,14,0.028809189,2.930428571,4.857142857,4.694,157.834,0.059142857,7423.808,NA,93.52,32.7,-0.34,GTM,North America,21.2,0,0
8166,8168,Guinea,14,NA,5.535285714,15.14285714,3.135,51.755,NA,1998.926,NA,78.7,32.7,-0.75,GIN,Africa,7.7,0,0
8313,8396,Guinea-Bissau,14,NA,6.445428571,1.428571429,3.002,66.191,NA,1548.675,NA,NA,20,-0.67, , ,9.5,0,0
8461,8543,Haiti,14,NA,1.467571429,0.857142857,4.8,398.448,NA,1653.173,NA,83.6,31.5,-0.75,HTI,North America,22.7,0,0
8610,8733,Honduras,14,0.064573239,21.68971429,22.71428571,4.652,82.805,NA,4541.795,NA,100,27.6,-0.51,HND,North America,21.4,0,0
8760,8767,Hungary,14,0.041843454,62.77642857,42.42857143,18.577,108.043,1.837142857,26777.561,NA,76.85,54,0.32,HUN,Europe,26.4,0,0
8915,9001,India,14,0.027771966,2.011428571,503.8571429,5.989,450.419,0.0552,6426.674,NA,100,46.5,0.38,IND,Asia,3.9,0,0
9066,9155,Indonesia,14,0.090149516,7.174857143,153.8571429,5.319,145.725,NA,11188.744,NA,50.93,56.6,0.18,IDN,Asia,6.9,0,0
9218,9304,Iran,14,0.062702927,597.4277143,2715,5.44,49.831,2.159,19082.62,NA,57.93857143,37.7,-1.32,IRN,Asia,25.8,0,0
9370,9379,Iraq,14,0.06694415,18.891,57.28571429,3.186,88.125,NA,15663.986,NA,96.3,25.8,-0.99,IRQ,Asia,30.4,0,0
9521,9609,Ireland,14,0.027712032,846.545,350.5714286,13.928,69.874,7.514285714,67335.293,NA,85.98285714,59,1.32,IRL,Europe,25.3,0,0
9673,9763,Israel,14,0.00549495,802.4887143,601.7142857,11.733,402.606,10.47471429,33132.32,NA,86.24285714,47.3,0.65,ISR,Asia,26.1,0,0
9828,9912,Italy,14,0.121547336,2026.707857,4401.142857,23.021,205.859,10.41714286,35220.084,NA,85.19,56.2,1.05,ITA,Europe,19.9,0,0
9977,9974,Jamaica,14,0.054810174,17.33057143,3.142857143,9.684,266.879,0.167,8193.571,NA,85.32,29,0.62,JAM,North America,24.7,0,0
10133,10219,Japan,14,0.026063248,25.67014286,301.2857143,27.049,347.778,0.317,39002.223,NA,42.32857143,59.8,1.02,JPN,Asia,4.3,0,0
10283,10371,Jordan,14,0.016607119,27.56928571,11.57142857,3.81,109.285,NA,8337.49,NA,100,42.1,-0.7,JOR,Asia,35.5,0,0
10432,10522,Kazakhstan,14,0.007732713,25.032,51.42857143,6.991,6.681,2.165857143,24055.588,NA,92.13,40.7,-1.17,KAZ,Asia,21,0,0
10582,10590,Kenya,14,0.026749168,2.109857143,15.42857143,2.686,87.324,0.051285714,2993.028,NA,87.30428571,47.1,-0.36,KEN,Africa,7.1,0,0
10734,10824,Kuwait,14,0.001796668,102.5694286,57,2.345,232.128,NA,65530.537,NA,83.2,46.1,-0.59,KWT,Asia,37.9,0,0
10882,10958,Kyrgyzstan,14,0.009989498,20.92028571,17.42857143,4.489,32.333,NA,3393.474,NA,92.13,49.3,-0.37,KGZ,Asia,16.6,0,0
11029,11077,Laos,14,NA,1.366,0.571428571,4.029,29.715,NA,6397.36,NA,96.3,43.1,-1.74, , ,5.3,0,0
11183,11181,Latvia,14,0.001928556,260.8342857,23.71428571,19.754,31.212,9.694142857,25063.846,NA,66.67,62.9,0.81,LVA,Europe,23.6,0,0
11335,11421,Lebanon,14,0.031797251,92.09371429,13.57142857,8.514,594.561,NA,13367.565,NA,85.19,43.1,-0.5,LBN,Asia,32,0,0
11623,11714,Liberia,14,0.165384615,1.374285714,1.428571429,3.057,49.127,NA,752.788,NA,79.63,35.1,-0.04,LBR,Africa,9.9,0,0
11773,11863,Libya,14,0.069112174,2.034142857,1.571428571,4.424,3.623,NA,17881.509,NA,90.74,25.7,-1.52,LBY,Africa,32.5,0,0
11921,11922,Lithuania,14,0.013033092,186.1778571,52.57142857,19.002,45.135,5.582142857,29524.265,NA,81.48,55,0.92,LTU,Europe,26.3,0,0
12069,12157,Madagascar,14,NA,2.252857143,5.571428571,2.929,43.951,NA,1416.44,NA,92.72714286,40.1,-0.31, , ,5.3,0,0
12216,12294,Malawi,14,NA,0.1862,1,2.979,197.519,0.005333333,1095.042,NA,54.36571429,28,-0.06,MWI,Africa,5.8,0,0
12372,12416,Malaysia,14,0.017052522,97.07142857,166.7142857,6.293,96.254,3.220571429,26808.164,NA,78.7,62.2,-0.08,MYS,Asia,15.6,0,0
12519,12526,Mali,14,0.088446285,1.688142857,3.142857143,2.519,15.196,NA,2014.306,NA,75,29,-0.31,MLI,Africa,8.6,0,0
12668,12757,Mauritania,14,0.166666667,1.267,0.142857143,3.138,4.289,0.015333333,3597.633,NA,77.78,27.5,-0.85,MRT,Africa,12.7,0,0
12816,12837,Mauritius,14,0.03379342,132.1408571,17.14285714,10.945,622.962,NA,20292.745,NA,82.41,34.9,0.76,MUS,Africa,10.8,0,0
12975,13059,Mexico,14,0.036612803,13.73957143,192.1428571,6.857,66.444,0.274571429,17336.469,NA,82.41,57.6,-0.01,MEX,North America,28.9,0,0
13125,13137,Moldova,14,0.014511003,194.3612857,95.28571429,10.864,123.655,NA,5189.972,NA,87.04,42.9,-0.11,MDA,Europe,18.9,0,0
13274,13366,Mongolia,14,NA,4.035857143,0.285714286,4.031,1.98,NA,11840.846,NA,66.66714286,49.5,0.26, , ,20.6,0,0
13428,13445,Morocco,14,0.063571209,22.23442857,80.57142857,6.769,80.08,0.108142857,7485.013,NA,93.52,43.7,-0.66,MAR,Africa,26.1,0,0
13576,13664,Mozambique,14,NA,0.294428571,0.285714286,3.158,37.728,0.010142857,1136.103,NA,55.15714286,28.1,-0.47, , ,7.2,0,0
13723,13813,Myanmar,14,0.053432282,0.353428571,1.142857143,5.732,81.721,0.0225,5591.597,NA,66.13571429,43.4,-0.89,MMR,Asia,5.8,0,0
13872,13893,Namibia,14,NA,5.509571429,0.714285714,3.552,3.078,0.132,9541.808,NA,66.67,35.6,0.49, , ,17.2,0,0
14028,14046,Nepal,14,NA,0.229285714,0.571428571,5.809,204.43,0.046428571,2442.804,NA,96.3,20.8,-0.13, , ,4.1,0,0
14179,14267,Netherlands,14,0.087530803,951.9705714,1002.285714,18.779,508.544,NA,48472.545,NA,78.7,35.1,1.6,NLD,Europe,20.4,0,0
14330,14417,New Zealand,14,0.001983418,168.4712857,73.85714286,15.322,18.206,7.006,36085.843,NA,96.3,54,1.62,NZL,Oceania,30.8,0,0
14478,14502,Nicaragua,14,0.207142857,0.699428571,0.142857143,5.445,51.667,NA,5321.444,NA,15.74,43.1,-1.08,NIC,North America,23.7,0,0
14626,14714,Niger,14,0.060113547,4.906,32.28571429,2.553,16.955,NA,926,NA,61.11,32.2,-0.58,NER,Africa,5.5,0,0
14777,14866,Nigeria,14,0.016782567,0.906714286,15.28571429,2.751,209.588,NA,5338.454,NA,82.87,37.8,-0.41,NGA,Africa,8.9,0,0
14929,15063,Norway,14,0.01068095,975.8868571,202.8571429,16.821,14.462,2.0225,64800.057,NA,79.63,64.6,1.73,NOR,Europe,23.1,0,0
15081,15105,Oman,14,0.00546306,55.909,21.71428571,2.355,14.98,NA,37960.709,NA,85.19,43.1,-1.03,OMN,Asia,27,0,0
15232,15260,Pakistan,14,0.014188607,12.72185714,299.5714286,4.495,255.573,0.127428571,5034.708,NA,96.3,35.5,-0.8,PAK,Asia,8.6,0,0
15382,15410,Palestine,14,0.005713797,35.80885714,19.71428571,3.043,778.202,NA,4449.898,NA,96.3,21.9,NA,PSE,Asia,NA,0,0
15532,15655,Panama,14,0.025342573,344.0045714,142.7142857,7.918,55.133,1.976714286,22267.037,NA,85.97857143,43.7,0.58,PAN,North America,22.7,0,0
15680,15707,Papua New Guinea,14,NA,0.113,0.142857143,3.808,18.22,NA,3823.194,NA,74.07,27.8,0.04, , ,21.3,0,0
